Long,Lat,Join_Count,TARGET_FID,osm_id2,addr_housename,addr_housenumber,addr_street,addr_city,addr_state,addr_postcode,addr_province,addr_country,addr_district,addr_subdistrict,addr_unit,amenity,attraction,bicycle,board_type,building,description,ele,information,name,opening_hours,operator,phone,source,tourism,website,zoo,Point_Count,NAZEV,KOD11_NAKI,KOD_91,UZOHMP,o_po,o_po_m,o_po_z,o_vek1_m0_14,o_vek1_m15_64,o_vek1_m65,o_vek1_mn,o_vek1_z0_14,o_vek1_z15_64,o_vek1_z65,o_vek1_zn,o_vek1_c0_14,o_vek1_c15_64,o_vek1_c65,o_vek1_cn,o_vek3_m0_4,o_vek3_m5_9,o_vek3_m10_14,o_vek3_m15_19,o_vek3_m20_24,o_vek3_m25_29,o_vek3_m30_34,o_vek3_m35_39,o_vek3_m40_44,o_vek3_m45_49,o_vek3_m50_54,o_vek3_m55_59,o_vek3_m60_64,o_vek3_m65_69,o_vek3_m70_74,o_vek3_m75,o_vek3_mn,o_vek3_z0_4,o_vek3_z5_9,o_vek3_z10_14,o_vek3_z15_19,o_vek3_z20_24,o_vek3_z25_29,o_vek3_z30_34,o_vek3_z35_39,o_vek3_z40_44,o_vek3_z45_49,o_vek3_z50_54,o_vek3_z55_59,o_vek3_z60_64,o_vek3_z65_69,o_vek3_z70_74,o_vek3_z75,o_vek3_zn,o_vek3_c0_4,o_vek3_c5_9,o_vek3_c10_14,o_vek3_c15_19,o_vek3_c20_24,o_vek3_c25_29,o_vek3_c30_34,o_vek3_c35_39,o_vek3_c40_44,o_vek3_c45_49,o_vek3_c50_54,o_vek3_c55_59,o_vek3_c60_64,o_vek3_c65_69,o_vek3_c70_74,o_vek3_c75,o_vek3_cn,o_rs_m_sv,o_rs_m_ze,o_rs_m_rv,o_rs_m_o,o_rs_m_n,o_rs_z_sv,o_rs_z_ze,o_rs_z_rv,o_rs_z_o,o_rs_z_n,o_rs_sv,o_rs_ze,o_rs_rv,o_rs_o,o_rs_n,o_vz_m_bez,o_vz_m_zs,o_vz_m_ssb,o_vz_m_ssm,o_vz_m_vos,o_vz_m_vs,o_vz_m_n,o_vz_z_bez,o_vz_z_zs,o_vz_z_ssb,o_vz_z_ssm,o_vz_z_vos,o_vz_z_vs,o_vz_z_n,o_vz_bez,o_vz_zs,o_vz_ssb,o_vz_ssm,o_vz_vos,o_vz_vs,o_vz_n,o_nar_ces,o_nar_slo,o_nar_mad,o_nar_nem,o_nar_pol,o_nar_ruk,o_nar_jin,o_nar_nez,o_nar2_ces,o_nar2_mor,o_nar2_sle,o_nar2_slo,o_nar2_mad,o_nar2_nem,o_nar2_pol,o_nar2_rom,o_nar2_rus,o_nar2_ukr,o_nar2_vie,o_nar2_jin,o_nar2_nez,o_nab_vbe,o_nab_ver,o_nab_csl,o_nab_kat,o_nab_pra,o_nab_eva,o_nab_jin,o_nab_bez,o_nab_nez,o_nab2_vbe,o_nab2_adv,o_nab2_csl,o_nab2_kat,o_nab2_ecb,o_nab2_jeh,o_nab2_pra,o_nab2_eos,o_nab2_stk,o_nab2_bez,o_nab2_nez,o_ek1_p,o_ek1_s,o_ek1_t,o_ek1_bez,o_ek2_p,o_ek2_s_pru,o_ek2_s_sta,o_ek2_t_dop,o_ek2_t_obc,o_ek2_t_ver,o_ek2_t_sko,o_ek2_t_ost,o_ek2_bez,o_rod_m,o_rod_z,o_rod,o_bydl_1_m,o_bydl_1_z,o_bydl_1,b_domy_p,b_byt_p,b_domy_trv,b_byt_trv,b_obyt_pl,AnalysisArea
14.408321600020427,50.05285909943825,1,54485037,6316787842,,,,,,,,,,,,,,,,,,,,Kostka Gallery,,,,,gallery,,,5,Praha 5,113105,3105,051,181522.0,88337.0,93185.0,12360.0,66285.0,9167.0,525.0,11820.0,68268.0,12707.0,390.0,24180.0,134553.0,21874.0,915.0,5247.0,3817.0,3296.0,4709.0,6646.0,8106.0,8982.0,8267.0,6526.0,6433.0,5780.0,5720.0,5116.0,3819.0,2073.0,3275.0,525.0,5002.0,3637.0,3181.0,4578.0,6630.0,8182.0,8829.0,8098.0,6842.0,6999.0,6032.0,6194.0,5884.0,4476.0,2484.0,5747.0,390.0,10249.0,7454.0,6477.0,9287.0,13276.0,16288.0,17811.0,16365.0,13368.0,13432.0,11812.0,11914.0,11000.0,8295.0,4557.0,9022.0,915.0,41863.0,36883.0,7568.0,1473.0,550.0,37261.0,36195.0,11976.0,7466.0,287.0,79124.0,73078.0,19544.0,8939.0,837.0,211.0,7124.0,16401.0,19770.0,3003.0,20155.0,21673.0,162.0,9374.0,13155.0,26921.0,5362.0,19494.0,18717.0,373.0,16498.0,29556.0,46691.0,8365.0,39649.0,40390.0,116502.0,3424.0,221.0,250.0,223.0,6199.0,5830.0,48873.0,115955.0,516.0,31.0,3424.0,221.0,250.0,223.0,72.0,2432.0,3767.0,493.0,5265.0,48873.0,14301.0,19422.0,761.0,10943.0,1204.0,835.0,391.0,67884.0,79872.0,14301.0,137.0,761.0,10943.0,820.0,211.0,1204.0,15.0,43.0,67884.0,79872.0,371.0,13422.0,61595.0,13830.0,371.0,7937.0,5485.0,11253.0,18362.0,6302.0,11734.0,13944.0,13830.0,45607.0,46483.0,92090.0,59382.0,64419.0,123801.0,16499.0,80461.0,15212.0,73728.0,3844856.0,39.22096413
14.356203399886247,50.08612599921239,1,54490770,4316222000,,,,Praha,,16900,,CZ,,,,,,,,,,,,Galerie Entrance,,,,,gallery,https://entrancegallery.com/,,0,Praha 6,113106,3106,060,140791.0,67683.0,73108.0,8757.0,48737.0,9814.0,375.0,8209.0,49395.0,15206.0,298.0,16966.0,98132.0,25020.0,673.0,3667.0,2704.0,2386.0,3304.0,5919.0,6145.0,6462.0,5683.0,4364.0,4509.0,3874.0,4465.0,4012.0,3160.0,1967.0,4687.0,375.0,3413.0,2604.0,2192.0,3153.0,5534.0,6050.0,6452.0,5475.0,4430.0,4560.0,4113.0,4882.0,4746.0,3940.0,3006.0,8260.0,298.0,7080.0,5308.0,4578.0,6457.0,11453.0,12195.0,12914.0,11158.0,8794.0,9069.0,7987.0,9347.0,8758.0,7100.0,4973.0,12947.0,673.0,31855.0,27517.0,5763.0,1740.0,808.0,27976.0,27500.0,8725.0,8397.0,510.0,59831.0,55017.0,14488.0,10137.0,1318.0,99.0,4554.0,10759.0,15696.0,2317.0,18580.0,15678.0,99.0,6588.0,10005.0,21108.0,4250.0,17069.0,13989.0,198.0,11142.0,20764.0,36804.0,6567.0,35649.0,29667.0,92329.0,2573.0,139.0,154.0,173.0,2708.0,5241.0,37474.0,91839.0,461.0,29.0,2573.0,139.0,154.0,173.0,22.0,1130.0,1578.0,241.0,4978.0,37474.0,11634.0,17569.0,753.0,10584.0,716.0,1010.0,291.0,50840.0,60723.0,11634.0,65.0,753.0,10584.0,1001.0,183.0,716.0,9.0,43.0,50840.0,60723.0,302.0,8165.0,45887.0,10075.0,302.0,4968.0,3197.0,8630.0,11586.0,4980.0,9815.0,10876.0,10075.0,34442.0,35999.0,70441.0,45164.0,50246.0,95410.0,13409.0,64089.0,12404.0,58638.0,3084055.0,22.95602041
14.400070300149643,50.08132469949004,1,54503870,6810975575,,,,,,,,,,,,,,,,,Galerie malíře Reona Argondiana a muzeum vysněné země Argondie,,,Magická jeskyně,Mo-Su 10:00-22:00,,,,gallery,http://reon.cz/,,0,Praha 1,113101,3101,019,30559.0,15283.0,15276.0,1238.0,11776.0,1848.0,421.0,1153.0,11185.0,2746.0,192.0,2391.0,22961.0,4594.0,613.0,521.0,367.0,350.0,648.0,1140.0,1444.0,1538.0,1452.0,1223.0,1136.0,995.0,1137.0,1063.0,774.0,362.0,712.0,421.0,488.0,326.0,339.0,651.0,1170.0,1419.0,1363.0,1204.0,1018.0,1047.0,1049.0,1156.0,1108.0,824.0,493.0,1429.0,192.0,1009.0,693.0,689.0,1299.0,2310.0,2863.0,2901.0,2656.0,2241.0,2183.0,2044.0,2293.0,2171.0,1598.0,855.0,2141.0,613.0,6276.0,4748.0,1473.0,298.0,2488.0,5468.0,4375.0,1931.0,1549.0,1953.0,11744.0,9123.0,3404.0,1847.0,4441.0,26.0,779.0,1858.0,2929.0,520.0,3440.0,5731.0,23.0,1037.0,1639.0,3773.0,847.0,3342.0,4615.0,49.0,1816.0,3497.0,6702.0,1367.0,6782.0,10346.0,15455.0,429.0,31.0,48.0,42.0,576.0,1461.0,12517.0,15369.0,80.0,6.0,429.0,31.0,48.0,42.0,10.0,259.0,317.0,74.0,1377.0,12517.0,2388.0,3694.0,130.0,2114.0,120.0,216.0,51.0,7643.0,16821.0,2388.0,10.0,130.0,2114.0,213.0,26.0,120.0,3.0,15.0,7643.0,16821.0,44.0,1189.0,8153.0,2843.0,44.0,745.0,444.0,1272.0,2182.0,848.0,1653.0,2198.0,2843.0,6005.0,6050.0,12055.0,7792.0,8377.0,16169.0,2105.0,15361.0,1953.0,12170.0,625594.0,2.1373951
14.404288099716041,50.082853099201365,1,54504723,4949604472,,19,Újezd,Praha 1,,11800,,,,,,,,,,,,,,Nikon Photo Gallery,Tu-Su 12:00-19:00,,,,gallery,http://www.nikonphotogallery.cz/,,0,Praha 1,113101,3101,019,30559.0,15283.0,15276.0,1238.0,11776.0,1848.0,421.0,1153.0,11185.0,2746.0,192.0,2391.0,22961.0,4594.0,613.0,521.0,367.0,350.0,648.0,1140.0,1444.0,1538.0,1452.0,1223.0,1136.0,995.0,1137.0,1063.0,774.0,362.0,712.0,421.0,488.0,326.0,339.0,651.0,1170.0,1419.0,1363.0,1204.0,1018.0,1047.0,1049.0,1156.0,1108.0,824.0,493.0,1429.0,192.0,1009.0,693.0,689.0,1299.0,2310.0,2863.0,2901.0,2656.0,2241.0,2183.0,2044.0,2293.0,2171.0,1598.0,855.0,2141.0,613.0,6276.0,4748.0,1473.0,298.0,2488.0,5468.0,4375.0,1931.0,1549.0,1953.0,11744.0,9123.0,3404.0,1847.0,4441.0,26.0,779.0,1858.0,2929.0,520.0,3440.0,5731.0,23.0,1037.0,1639.0,3773.0,847.0,3342.0,4615.0,49.0,1816.0,3497.0,6702.0,1367.0,6782.0,10346.0,15455.0,429.0,31.0,48.0,42.0,576.0,1461.0,12517.0,15369.0,80.0,6.0,429.0,31.0,48.0,42.0,10.0,259.0,317.0,74.0,1377.0,12517.0,2388.0,3694.0,130.0,2114.0,120.0,216.0,51.0,7643.0,16821.0,2388.0,10.0,130.0,2114.0,213.0,26.0,120.0,3.0,15.0,7643.0,16821.0,44.0,1189.0,8153.0,2843.0,44.0,745.0,444.0,1272.0,2182.0,848.0,1653.0,2198.0,2843.0,6005.0,6050.0,12055.0,7792.0,8377.0,16169.0,2105.0,15361.0,1953.0,12170.0,625594.0,2.1373951
14.405163899625878,50.0856759995269,1,54504974,4583839512,,,,,,,,,,,,,,,,,,,,Kotrba,,,,,gallery,,,0,Praha 1,113101,3101,019,30559.0,15283.0,15276.0,1238.0,11776.0,1848.0,421.0,1153.0,11185.0,2746.0,192.0,2391.0,22961.0,4594.0,613.0,521.0,367.0,350.0,648.0,1140.0,1444.0,1538.0,1452.0,1223.0,1136.0,995.0,1137.0,1063.0,774.0,362.0,712.0,421.0,488.0,326.0,339.0,651.0,1170.0,1419.0,1363.0,1204.0,1018.0,1047.0,1049.0,1156.0,1108.0,824.0,493.0,1429.0,192.0,1009.0,693.0,689.0,1299.0,2310.0,2863.0,2901.0,2656.0,2241.0,2183.0,2044.0,2293.0,2171.0,1598.0,855.0,2141.0,613.0,6276.0,4748.0,1473.0,298.0,2488.0,5468.0,4375.0,1931.0,1549.0,1953.0,11744.0,9123.0,3404.0,1847.0,4441.0,26.0,779.0,1858.0,2929.0,520.0,3440.0,5731.0,23.0,1037.0,1639.0,3773.0,847.0,3342.0,4615.0,49.0,1816.0,3497.0,6702.0,1367.0,6782.0,10346.0,15455.0,429.0,31.0,48.0,42.0,576.0,1461.0,12517.0,15369.0,80.0,6.0,429.0,31.0,48.0,42.0,10.0,259.0,317.0,74.0,1377.0,12517.0,2388.0,3694.0,130.0,2114.0,120.0,216.0,51.0,7643.0,16821.0,2388.0,10.0,130.0,2114.0,213.0,26.0,120.0,3.0,15.0,7643.0,16821.0,44.0,1189.0,8153.0,2843.0,44.0,745.0,444.0,1272.0,2182.0,848.0,1653.0,2198.0,2843.0,6005.0,6050.0,12055.0,7792.0,8377.0,16169.0,2105.0,15361.0,1953.0,12170.0,625594.0,2.1373951
14.414034799887471,50.08158629922336,1,54505167,4949811274,,,Národní,Praha 1,,11000,,,,,,,,,,,,,,Věda a umění,Mo-Fr 10:00-18:00,,,,gallery,http://www.avcr.cz/cs/pro-verejnost/vystavy/vystavy-v-budove-av-cr/,,0,Praha 1,113101,3101,019,30559.0,15283.0,15276.0,1238.0,11776.0,1848.0,421.0,1153.0,11185.0,2746.0,192.0,2391.0,22961.0,4594.0,613.0,521.0,367.0,350.0,648.0,1140.0,1444.0,1538.0,1452.0,1223.0,1136.0,995.0,1137.0,1063.0,774.0,362.0,712.0,421.0,488.0,326.0,339.0,651.0,1170.0,1419.0,1363.0,1204.0,1018.0,1047.0,1049.0,1156.0,1108.0,824.0,493.0,1429.0,192.0,1009.0,693.0,689.0,1299.0,2310.0,2863.0,2901.0,2656.0,2241.0,2183.0,2044.0,2293.0,2171.0,1598.0,855.0,2141.0,613.0,6276.0,4748.0,1473.0,298.0,2488.0,5468.0,4375.0,1931.0,1549.0,1953.0,11744.0,9123.0,3404.0,1847.0,4441.0,26.0,779.0,1858.0,2929.0,520.0,3440.0,5731.0,23.0,1037.0,1639.0,3773.0,847.0,3342.0,4615.0,49.0,1816.0,3497.0,6702.0,1367.0,6782.0,10346.0,15455.0,429.0,31.0,48.0,42.0,576.0,1461.0,12517.0,15369.0,80.0,6.0,429.0,31.0,48.0,42.0,10.0,259.0,317.0,74.0,1377.0,12517.0,2388.0,3694.0,130.0,2114.0,120.0,216.0,51.0,7643.0,16821.0,2388.0,10.0,130.0,2114.0,213.0,26.0,120.0,3.0,15.0,7643.0,16821.0,44.0,1189.0,8153.0,2843.0,44.0,745.0,444.0,1272.0,2182.0,848.0,1653.0,2198.0,2843.0,6005.0,6050.0,12055.0,7792.0,8377.0,16169.0,2105.0,15361.0,1953.0,12170.0,625594.0,2.1373951
14.41358909986094,50.08439429955349,1,54505249,4949693904,,6,Smetanovo nábřeží,Praha 1,,,,,,,,,,,,,,,,Galerie Hollar,"Tu-Su 10:00-12:00, Tu-Su 13:00-18:00",,+420 737 288310,,gallery,http://hollar.cz/,,0,Praha 1,113101,3101,019,30559.0,15283.0,15276.0,1238.0,11776.0,1848.0,421.0,1153.0,11185.0,2746.0,192.0,2391.0,22961.0,4594.0,613.0,521.0,367.0,350.0,648.0,1140.0,1444.0,1538.0,1452.0,1223.0,1136.0,995.0,1137.0,1063.0,774.0,362.0,712.0,421.0,488.0,326.0,339.0,651.0,1170.0,1419.0,1363.0,1204.0,1018.0,1047.0,1049.0,1156.0,1108.0,824.0,493.0,1429.0,192.0,1009.0,693.0,689.0,1299.0,2310.0,2863.0,2901.0,2656.0,2241.0,2183.0,2044.0,2293.0,2171.0,1598.0,855.0,2141.0,613.0,6276.0,4748.0,1473.0,298.0,2488.0,5468.0,4375.0,1931.0,1549.0,1953.0,11744.0,9123.0,3404.0,1847.0,4441.0,26.0,779.0,1858.0,2929.0,520.0,3440.0,5731.0,23.0,1037.0,1639.0,3773.0,847.0,3342.0,4615.0,49.0,1816.0,3497.0,6702.0,1367.0,6782.0,10346.0,15455.0,429.0,31.0,48.0,42.0,576.0,1461.0,12517.0,15369.0,80.0,6.0,429.0,31.0,48.0,42.0,10.0,259.0,317.0,74.0,1377.0,12517.0,2388.0,3694.0,130.0,2114.0,120.0,216.0,51.0,7643.0,16821.0,2388.0,10.0,130.0,2114.0,213.0,26.0,120.0,3.0,15.0,7643.0,16821.0,44.0,1189.0,8153.0,2843.0,44.0,745.0,444.0,1272.0,2182.0,848.0,1653.0,2198.0,2843.0,6005.0,6050.0,12055.0,7792.0,8377.0,16169.0,2105.0,15361.0,1953.0,12170.0,625594.0,2.1373951
14.402920700360248,50.0870962996118,1,54505777,3931987831,,,Tržiště,Praha,,11800,,CZ,,,,,,,,,,,,Millennium,,,+420 257 534 584,,gallery,http://www.gallerymillennium.cz/,,0,Praha 1,113101,3101,019,30559.0,15283.0,15276.0,1238.0,11776.0,1848.0,421.0,1153.0,11185.0,2746.0,192.0,2391.0,22961.0,4594.0,613.0,521.0,367.0,350.0,648.0,1140.0,1444.0,1538.0,1452.0,1223.0,1136.0,995.0,1137.0,1063.0,774.0,362.0,712.0,421.0,488.0,326.0,339.0,651.0,1170.0,1419.0,1363.0,1204.0,1018.0,1047.0,1049.0,1156.0,1108.0,824.0,493.0,1429.0,192.0,1009.0,693.0,689.0,1299.0,2310.0,2863.0,2901.0,2656.0,2241.0,2183.0,2044.0,2293.0,2171.0,1598.0,855.0,2141.0,613.0,6276.0,4748.0,1473.0,298.0,2488.0,5468.0,4375.0,1931.0,1549.0,1953.0,11744.0,9123.0,3404.0,1847.0,4441.0,26.0,779.0,1858.0,2929.0,520.0,3440.0,5731.0,23.0,1037.0,1639.0,3773.0,847.0,3342.0,4615.0,49.0,1816.0,3497.0,6702.0,1367.0,6782.0,10346.0,15455.0,429.0,31.0,48.0,42.0,576.0,1461.0,12517.0,15369.0,80.0,6.0,429.0,31.0,48.0,42.0,10.0,259.0,317.0,74.0,1377.0,12517.0,2388.0,3694.0,130.0,2114.0,120.0,216.0,51.0,7643.0,16821.0,2388.0,10.0,130.0,2114.0,213.0,26.0,120.0,3.0,15.0,7643.0,16821.0,44.0,1189.0,8153.0,2843.0,44.0,745.0,444.0,1272.0,2182.0,848.0,1653.0,2198.0,2843.0,6005.0,6050.0,12055.0,7792.0,8377.0,16169.0,2105.0,15361.0,1953.0,12170.0,625594.0,2.1373951
14.404957800048571,50.089181899658385,1,54506514,4795449086,,,,,,,,,,,,,,,,,,,,Navrátil,,,,,gallery,,,0,Praha 1,113101,3101,019,30559.0,15283.0,15276.0,1238.0,11776.0,1848.0,421.0,1153.0,11185.0,2746.0,192.0,2391.0,22961.0,4594.0,613.0,521.0,367.0,350.0,648.0,1140.0,1444.0,1538.0,1452.0,1223.0,1136.0,995.0,1137.0,1063.0,774.0,362.0,712.0,421.0,488.0,326.0,339.0,651.0,1170.0,1419.0,1363.0,1204.0,1018.0,1047.0,1049.0,1156.0,1108.0,824.0,493.0,1429.0,192.0,1009.0,693.0,689.0,1299.0,2310.0,2863.0,2901.0,2656.0,2241.0,2183.0,2044.0,2293.0,2171.0,1598.0,855.0,2141.0,613.0,6276.0,4748.0,1473.0,298.0,2488.0,5468.0,4375.0,1931.0,1549.0,1953.0,11744.0,9123.0,3404.0,1847.0,4441.0,26.0,779.0,1858.0,2929.0,520.0,3440.0,5731.0,23.0,1037.0,1639.0,3773.0,847.0,3342.0,4615.0,49.0,1816.0,3497.0,6702.0,1367.0,6782.0,10346.0,15455.0,429.0,31.0,48.0,42.0,576.0,1461.0,12517.0,15369.0,80.0,6.0,429.0,31.0,48.0,42.0,10.0,259.0,317.0,74.0,1377.0,12517.0,2388.0,3694.0,130.0,2114.0,120.0,216.0,51.0,7643.0,16821.0,2388.0,10.0,130.0,2114.0,213.0,26.0,120.0,3.0,15.0,7643.0,16821.0,44.0,1189.0,8153.0,2843.0,44.0,745.0,444.0,1272.0,2182.0,848.0,1653.0,2198.0,2843.0,6005.0,6050.0,12055.0,7792.0,8377.0,16169.0,2105.0,15361.0,1953.0,12170.0,625594.0,2.1373951
14.407651299613304,50.104521099182556,1,54553467,6908188893,,,,,,,,,,,,,,,,,,,,Arthouse Hejtmánek,,,+420 734 311 861,,gallery,https://www.arthousehejtmanek.cz/,,0,Praha 6,113106,3106,060,140791.0,67683.0,73108.0,8757.0,48737.0,9814.0,375.0,8209.0,49395.0,15206.0,298.0,16966.0,98132.0,25020.0,673.0,3667.0,2704.0,2386.0,3304.0,5919.0,6145.0,6462.0,5683.0,4364.0,4509.0,3874.0,4465.0,4012.0,3160.0,1967.0,4687.0,375.0,3413.0,2604.0,2192.0,3153.0,5534.0,6050.0,6452.0,5475.0,4430.0,4560.0,4113.0,4882.0,4746.0,3940.0,3006.0,8260.0,298.0,7080.0,5308.0,4578.0,6457.0,11453.0,12195.0,12914.0,11158.0,8794.0,9069.0,7987.0,9347.0,8758.0,7100.0,4973.0,12947.0,673.0,31855.0,27517.0,5763.0,1740.0,808.0,27976.0,27500.0,8725.0,8397.0,510.0,59831.0,55017.0,14488.0,10137.0,1318.0,99.0,4554.0,10759.0,15696.0,2317.0,18580.0,15678.0,99.0,6588.0,10005.0,21108.0,4250.0,17069.0,13989.0,198.0,11142.0,20764.0,36804.0,6567.0,35649.0,29667.0,92329.0,2573.0,139.0,154.0,173.0,2708.0,5241.0,37474.0,91839.0,461.0,29.0,2573.0,139.0,154.0,173.0,22.0,1130.0,1578.0,241.0,4978.0,37474.0,11634.0,17569.0,753.0,10584.0,716.0,1010.0,291.0,50840.0,60723.0,11634.0,65.0,753.0,10584.0,1001.0,183.0,716.0,9.0,43.0,50840.0,60723.0,302.0,8165.0,45887.0,10075.0,302.0,4968.0,3197.0,8630.0,11586.0,4980.0,9815.0,10876.0,10075.0,34442.0,35999.0,70441.0,45164.0,50246.0,95410.0,13409.0,64089.0,12404.0,58638.0,3084055.0,22.95602041
